LINK_ID,REGION,ROAD_TYPE,node_start,eastings_start,northings_start,wgsLat_start,wgsLong_start,location_lv1_eng_start,location_lv1_chin_start,location_lv2_eng_start,location_lv2_chin_start,location_lv3_eng_start,location_lv3_chin_start,location_lv4_eng_start,location_lv4_chin_start,location_lv5_eng_start,location_lv5_chin_start,full_location_eng_start,full_location_chin_start,node_end,eastings_end,northings_end,wgsLat_end,wgsLong_end,location_lv1_eng_end,location_lv1_chin_end,location_lv2_eng_end,location_lv2_chin_end,location_lv3_eng_end,location_lv3_chin_end,location_lv4_eng_end,location_lv4_chin_end,location_lv5_eng_end,location_lv5_chin_end,full_location_eng_end,full_location_chin_end,non_col,route_lat,route_long,detailed_route_lat,detailed_route_long
992135-991046,ST,MAJOR ROUTE,992135,835284.7557,826850.0807,22.38086254,114.167326854,Shing Mun Tunnel Road,城門隧道公路,Pak Tin,白田,Tung Lo Wan,銅鑼灣,Sha Tin District,沙田區,New Territories,新界,Shing Mun Tunnel RoadPak TinTung Lo WanSha Tin DistrictNew Territories,新界沙田區銅鑼灣白田城門隧道公路,991046,835265.3781,826845.1303,22.380817825,114.16713869700001,Shing Mun Tunnel Road,城門隧道公路,Pak Tin,白田,Tung Lo Wan,銅鑼灣,Sha Tin District,沙田區,New Territories,新界,Shing Mun Tunnel RoadPak TinTung Lo WanSha Tin DistrictNew Territories,新界沙田區銅鑼灣白田城門隧道公路,,"[22.38086254, 22.380817825]","[114.167326854, 114.16713869700001]","[22.380827, 22.380835, 22.380872]","[114.167136, 114.167169, 114.167324]"
992136-993019,ST,MAJOR ROUTE,992136,835246.0144,826840.1255,22.380772616999998,114.16695067399999,Shing Mun Tunnel Road,城門隧道公路,Heung Fan Liu,香粉寮,Pak Tin,白田,Tai Wai New Village,大圍新村,Sha Tin District,沙田區,Shing Mun Tunnel RoadHeung Fan LiuPak TinTai Wai New VillageSha Tin District,沙田區大圍新村白田香粉寮城門隧道公路,993019,835129.9142,826809.3339,22.38049448,114.165823337,Shing Mun Tunnels Sha Tin Traffic Control Station,城門隧道沙田交通控制站,Shing Mun Tunnel Road,城門隧道公路,Heung Fan Liu,香粉寮,Pak Tin,白田,Tai Wai New Village,大圍新村,Shing Mun Tunnels Sha Tin Traffic Control StationShing Mun Tunnel RoadHeung Fan LiuPak TinTai Wai New Village,大圍新村白田香粉寮城門隧道公路城門隧道沙田交通控制站,,"[22.380772616999998, 22.38049448]","[114.16695067399999, 114.165823337]","[22.3805, 22.380581, 22.380655, 22.38068, 22.380724, 22.380778]","[114.165822, 114.166128, 114.166453, 114.166549, 114.166739, 114.166949]"
992137-992138,ST,MAJOR ROUTE,992137,832416.3317,826796.9569,22.38037877,114.139473939,Cheung Pei Shan Road,象鼻山路,Sheung Kwai Chung,上葵涌,Kwai Chung,葵涌,Kwai Tsing District,葵青區,New Territories,新界,Cheung Pei Shan RoadSheung Kwai ChungKwai ChungKwai Tsing DistrictNew Territories,新界葵青區葵涌上葵涌象鼻山路,992138,832401.9462,826810.8515,22.380504214000002,114.13933422,Cheung Pei Shan Road,象鼻山路,Sheung Kwai Chung,上葵涌,Kwai Chung,葵涌,Kwai Tsing District,葵青區,New Territories,新界,Cheung Pei Shan RoadSheung Kwai ChungKwai ChungKwai Tsing DistrictNew Territories,新界葵青區葵涌上葵涌象鼻山路,,"[22.38037877, 22.380504214000002]","[114.139473939, 114.13933422]","[22.380366, 22.380491]","[114.139461, 114.139321]"
992138-991047,ST,MAJOR ROUTE,992138,832401.9462,826810.8515,22.380504214000002,114.13933422,Cheung Pei Shan Road,象鼻山路,Sheung Kwai Chung,上葵涌,Kwai Chung,葵涌,Kwai Tsing District,葵青區,New Territories,新界,Cheung Pei Shan RoadSheung Kwai ChungKwai ChungKwai Tsing DistrictNew Territories,新界葵青區葵涌上葵涌象鼻山路,991047,832387.5607,826824.7459999998,22.380629656,114.1391945,Cheung Pei Shan Road,象鼻山路,Sheung Kwai Chung,上葵涌,Kwai Chung,葵涌,Kwai Tsing District,葵青區,New Territories,新界,Cheung Pei Shan RoadSheung Kwai ChungKwai ChungKwai Tsing DistrictNew Territories,新界葵青區葵涌上葵涌象鼻山路,,"[22.380504214000002, 22.380629656]","[114.13933422, 114.1391945]","[22.380491, 22.380617]","[114.139321, 114.139181]"
992139-993021,TM,MAJOR ROUTE,992139,823587.3091,836053.8705,22.463930438000002,114.05366882700001,San Tin Highway,新田公路,Long Ha,朗廈,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,San Tin HighwayLong HaShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村朗廈新田公路,993021,823225.0754,834996.5499,22.454379666999998,114.05015804899999,Yuen Long Highway,元朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村元朗公路,,"[22.463930438000002, 22.454379666999998]","[114.05366882700001, 114.05015804899999]","[22.463925, 22.462503, 22.460768, 22.459007, 22.458526, 22.45731, 22.45731, 22.457216, 22.457032, 22.456833, 22.456572, 22.456253, 22.456051, 22.455823, 22.455492, 22.455121, 22.454861, 22.454455, 22.454378]","[114.053673, 114.053336, 114.052906, 114.05248, 114.05236, 114.052044, 114.052044, 114.052014, 114.051955, 114.051883, 114.051779, 114.051614, 114.051496, 114.051357, 114.051108, 114.050805, 114.050566, 114.050236, 114.050168]"
992140-992142,TM,MAJOR ROUTE,992140,823196.1382,834948.4203,22.453944816,114.049877311,Yuen Long Highway,元朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村元朗公路,992142,823185.5732,834931.4385,22.453791382,114.049774809,Yuen Long Highway,元朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村元朗公路,,"[22.453944816, 22.453791382]","[114.049877311, 114.049774809]","[22.453789, 22.453792, 22.453944]","[114.04978, 114.049782, 114.049878]"
992141-992143,TM,MAJOR ROUTE,992141,823188.3683,834953.8558,22.453993841,114.04980178,Tsing Long Highway,青朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村青朗公路,992143,823176.8556,834937.502,22.453846070999997,114.049690065,Tsing Long Highway,青朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村青朗公路,,"[22.453993841, 22.453846070999997]","[114.04980178, 114.049690065]","[22.453841, 22.453939, 22.453989]","[114.049697, 114.049773, 114.049809]"
992142-991049,TM,MAJOR ROUTE,992142,823185.5732,834931.4385,22.453791382,114.049774809,Yuen Long Highway,元朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村元朗公路,991049,823185.5732,834931.4385,22.453791382,114.049774809,Yuen Long Highway,元朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村元朗公路,,"[22.453791382, 22.453791382]","[114.049774809, 114.049774809]","[22.45437, 22.454304, 22.45398, 22.453792, 22.453628, 22.453464]","[114.050161, 114.050146, 114.049901, 114.049782, 114.049681, 114.04959]"
992143-991050,TM,MAJOR ROUTE,992143,823176.8556,834937.502,22.453846070999997,114.049690065,Tsing Long Highway,青朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村青朗公路,991050,823176.8556,834937.502,22.453846070999997,114.049690065,Tsing Long Highway,青朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村青朗公路,,"[22.453846070999997, 22.453846070999997]","[114.049690065, 114.049690065]","[22.45437, 22.454345, 22.454247, 22.453939, 22.453694, 22.453414, 22.453253, 22.452866, 22.452626, 22.452341, 22.452132, 22.451786, 22.45144, 22.451037, 22.450878, 22.450708, 22.450587, 22.45044, 22.450365, 22.450183, 22.44997, 22.449801, 22.449606, 22.449264, 22.448876, 22.448719, 22.448367, 22.44828, 22.448058, 22.447843, 22.447122, 22.4468, 22.44637, 22.446016, 22.445598, 22.445178, 22.444724, 22.444211, 22.443738, 22.44331, 22.443196]","[114.050161, 114.050075, 114.049995, 114.049773, 114.049582, 114.049388, 114.049295, 114.049089, 114.048976, 114.048852, 114.048773, 114.048671, 114.048575, 114.048494, 114.04847, 114.048453, 114.048443, 114.048427, 114.048425, 114.048424, 114.048437, 114.04845, 114.04845, 114.048485, 114.048542, 114.048576, 114.048663, 114.048692, 114.048758, 114.048825, 114.049074, 114.049193, 114.049363, 114.049517, 114.049704, 114.049908, 114.05015, 114.050443, 114.05075, 114.051044, 114.051134]"
992144-992164,TM,MAJOR ROUTE,992144,823175.8512,834913.9605,22.453633474,114.049680501,Yuen Long Highway,元朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村元朗公路,992164,823004.7494,834417.2961,22.449147065,114.048022345,Yuen Long Highway,元朗公路,Au Tau,凹頭,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Yuen Long HighwayAu TauShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村凹頭元朗公路,,"[22.453633474, 22.449147065]","[114.049680501, 114.048022345]","[22.453628, 22.453628, 22.453464, 22.453273, 22.453058, 22.452882, 22.452641, 22.452461, 22.452034, 22.451466, 22.450786, 22.450552, 22.450245, 22.450101, 22.44985, 22.449722, 22.449535, 22.449408, 22.449305, 22.44914, 22.449137, 22.449135]","[114.049681, 114.049681, 114.04959, 114.049485, 114.049393, 114.049322, 114.049239, 114.049196, 114.049102, 114.049048, 114.048975, 114.04893, 114.04885, 114.048797, 114.048675, 114.048598, 114.048467, 114.048361, 114.048255, 114.048029, 114.048023, 114.048019]"
992145-992146,TM,MAJOR ROUTE,992145,823165.6758,834920.9233,22.453696273000002,114.049581587,Tsing Long Highway,青朗公路,Sha Po Tsuen,沙埔村,Shui Mei Tsuen,水尾村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwaySha Po TsuenShui Mei TsuenYuen Long DistrictNew Territories,新界元朗區水尾村沙埔村青朗公路,992146,823128.7596,834147.7907,22.446714273,114.049229325,Tsing Long Highway,青朗公路,Au Tau,凹頭,Shui Tau Tsuen,水頭村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwayAu TauShui Tau TsuenYuen Long DistrictNew Territories,新界元朗區水頭村凹頭青朗公路,,"[22.453696273000002, 22.446714273]","[114.049581587, 114.049229325]","[22.446714, 22.4468, 22.447122, 22.447843, 22.448058, 22.44828, 22.448367, 22.448719, 22.448876, 22.449264, 22.449606, 22.449801, 22.44997, 22.450183, 22.450365, 22.45044, 22.450587, 22.450708, 22.450878, 22.451037, 22.45144, 22.451786, 22.452132, 22.452341, 22.452626, 22.452866, 22.453253, 22.453414, 22.453694, 22.453695]","[114.049227, 114.049193, 114.049074, 114.048825, 114.048758, 114.048692, 114.048663, 114.048576, 114.048542, 114.048485, 114.04845, 114.04845, 114.048437, 114.048424, 114.048425, 114.048427, 114.048443, 114.048453, 114.04847, 114.048494, 114.048575, 114.048671, 114.048773, 114.048852, 114.048976, 114.049089, 114.049295, 114.049388, 114.049582, 114.049583]"
992146-992147,TM,MAJOR ROUTE,992146,823128.7596,834147.7907,22.446714273,114.049229325,Tsing Long Highway,青朗公路,Au Tau,凹頭,Shui Tau Tsuen,水頭村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwayAu TauShui Tau TsuenYuen Long DistrictNew Territories,新界元朗區水頭村凹頭青朗公路,992147,823135.6781,834129.0254,22.446544868,114.04929669200001,Castle Peak Road Tam Mi,青山公路潭尾段,Au Tau,凹頭,Shui Tau Tsuen,水頭村,Yuen Long District,元朗區,New Territories,新界,Castle Peak Road Tam MiAu TauShui Tau TsuenYuen Long DistrictNew Territories,新界元朗區水頭村凹頭青山公路潭尾段,,"[22.446714273, 22.446544868]","[114.049229325, 114.04929669200001]","[22.446544, 22.446714]","[114.049294, 114.049227]"
992147-991051,TM,MAJOR ROUTE,992147,823135.6781,834129.0254,22.446544868,114.04929669200001,Castle Peak Road Tam Mi,青山公路潭尾段,Au Tau,凹頭,Shui Tau Tsuen,水頭村,Yuen Long District,元朗區,New Territories,新界,Castle Peak Road Tam MiAu TauShui Tau TsuenYuen Long DistrictNew Territories,新界元朗區水頭村凹頭青山公路潭尾段,991051,823142.5967,834110.2602,22.446375463000003,114.049364059,Tsing Long Highway,青朗公路,Au Tau,凹頭,Shui Tau Tsuen,水頭村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwayAu TauShui Tau TsuenYuen Long DistrictNew Territories,新界元朗區水頭村凹頭青朗公路,,"[22.446544868, 22.446375463000003]","[114.04929669200001, 114.049364059]","[22.446374, 22.446544]","[114.049361, 114.049294]"
992148-992149,TM,MAJOR ROUTE,992148,823149.6202,834091.5340000001,22.446206411,114.049432445,Tsing Long Highway,青朗公路,Ha Ko Po Tsuen,下高埔村,Shui Tau Tsuen,水頭村,Yuen Long District,元朗區,New Territories,新界,Tsing Long HighwayHa Ko Po TsuenShui Tau TsuenYuen Long DistrictNew Territories,新界元朗區水頭村下高埔村青朗公路,992149,823647.792,833453.1641,22.4404454,114.054277122,Tsing Long Highway,青朗公路,Kam Tin North,錦田北,Ko Po San Tsuen,高埔新村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin NorthKo Po San TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔新村錦田北青朗公路,,"[22.446206411, 22.4404454]","[114.049432445, 114.054277122]","[22.446203, 22.446016, 22.445598, 22.445178, 22.444724, 22.444211, 22.443738, 22.44331, 22.443196, 22.443141, 22.442505, 22.442375, 22.442321, 22.442257, 22.442075, 22.44201, 22.441871, 22.441802, 22.441767, 22.441729, 22.441673, 22.441494, 22.440571, 22.440449]","[114.049435, 114.049517, 114.049704, 114.049908, 114.05015, 114.050443, 114.05075, 114.051044, 114.051134, 114.051176, 114.051754, 114.051871, 114.05193, 114.051997, 114.052179, 114.052251, 114.052425, 114.052537, 114.052604, 114.052649, 114.052707, 114.052927, 114.054114, 114.054274]"
992149-992150,TM,MAJOR ROUTE,992149,823647.792,833453.1641,22.4404454,114.054277122,Tsing Long Highway,青朗公路,Kam Tin North,錦田北,Ko Po San Tsuen,高埔新村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin NorthKo Po San TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔新村錦田北青朗公路,992150,823663.0466,833440.23,22.440328712,114.05442541299999,Tsing Long Highway,青朗公路,Kam Tin North,錦田北,Ko Po San Tsuen,高埔新村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin NorthKo Po San TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔新村錦田北青朗公路,,"[22.4404454, 22.440328712]","[114.054277122, 114.05442541299999]","[22.440332, 22.440447]","[114.054428, 114.054278]"
992150-991052,TM,MAJOR ROUTE,992150,823663.0466,833440.23,22.440328712,114.05442541299999,Tsing Long Highway,青朗公路,Kam Tin North,錦田北,Ko Po San Tsuen,高埔新村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin NorthKo Po San TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔新村錦田北青朗公路,991052,823678.3259999999,833427.3258,22.440212294000002,114.054573944,Tsing Long Highway,青朗公路,Kam Tin North,錦田北,Ko Po San Tsuen,高埔新村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin NorthKo Po San TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔新村錦田北青朗公路,,"[22.440328712, 22.440212294000002]","[114.05442541299999, 114.054573944]","[22.440218, 22.440332]","[114.054579, 114.054429]"
992151-992152,TM,MAJOR ROUTE,992151,823693.8437,833414.7083,22.440098466,114.05472478799999,Tsing Long Highway,青朗公路,Kam Tin North,錦田北,Ko Po San Tsuen,高埔新村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin NorthKo Po San TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔新村錦田北青朗公路,992152,824237.745,832955.5954,22.435956383,114.060011892,Tsing Long Highway,青朗公路,Kam Tin South,錦田南,Ko Po Tsuen,高埔村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin SouthKo Po TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔村錦田南青朗公路,,"[22.440098466, 22.435956383]","[114.05472478799999, 114.060011892]","[22.440101, 22.439417, 22.438916, 22.438163, 22.437657, 22.437134, 22.436293, 22.436062, 22.435964]","[114.054733, 114.05563, 114.056345, 114.057399, 114.058105, 114.058758, 114.059682, 114.059922, 114.060014]"
992152-992153,TM,MAJOR ROUTE,992152,824237.745,832955.5954,22.435956383,114.060011892,Tsing Long Highway,青朗公路,Kam Tin South,錦田南,Ko Po Tsuen,高埔村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin SouthKo Po TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔村錦田南青朗公路,992153,824251.1477,832940.7513,22.435822428,114.060142198,Tsing Long Highway,青朗公路,Kam Tin South,錦田南,Ko Po Tsuen,高埔村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin SouthKo Po TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔村錦田南青朗公路,,"[22.435956383, 22.435822428]","[114.060011892, 114.060142198]","[22.438163, 22.437657, 22.437134, 22.436293, 22.436062, 22.435624, 22.43551, 22.435469]","[114.057399, 114.058105, 114.058758, 114.059682, 114.059922, 114.060331, 114.060454, 114.060538]"
992153-991053,TM,MAJOR ROUTE,992153,824251.1477,832940.7513,22.435822428,114.060142198,Tsing Long Highway,青朗公路,Kam Tin South,錦田南,Ko Po Tsuen,高埔村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin SouthKo Po TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔村錦田南青朗公路,991053,824251.1477,832940.7513,22.435822428,114.060142198,Tsing Long Highway,青朗公路,Kam Tin South,錦田南,Ko Po Tsuen,高埔村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin SouthKo Po TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔村錦田南青朗公路,,"[22.435822428, 22.435822428]","[114.060142198, 114.060142198]","[22.438163, 22.437657, 22.437134, 22.436293, 22.436062, 22.435624, 22.43551, 22.435469]","[114.057399, 114.058105, 114.058758, 114.059682, 114.059922, 114.060331, 114.060454, 114.060538]"
992154-992155,TM,MAJOR ROUTE,992154,824264.1649,832925.5673,22.435685401,114.060268762,Tsing Long Highway,青朗公路,Kam Tin South,錦田南,Ko Po Tsuen,高埔村,Kam Tin Shi,錦田市,Yuen Long District,元朗區,Tsing Long HighwayKam Tin SouthKo Po TsuenKam Tin ShiYuen Long District,元朗區錦田市高埔村錦田南青朗公路,992155,824679.2237,831558.9361,22.423346961,114.064310599,Tsing Long Highway,青朗公路,Pak Heung Tin Sam Tsuen,八鄉田心村,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayPak Heung Tin Sam TsuenYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區八鄉田心村青朗公路,,"[22.435685401, 22.423346961]","[114.060268762, 114.064310599]","[22.435684, 22.435624, 22.43551, 22.435469, 22.434394, 22.433784, 22.433387, 22.432894, 22.432572, 22.432134, 22.431566, 22.431089, 22.430551, 22.430048, 22.42956, 22.429042, 22.428525, 22.427958, 22.427568, 22.427259, 22.426461, 22.42587, 22.424951, 22.424051, 22.423522, 22.423351]","[114.060275, 114.060331, 114.060454, 114.060538, 114.061401, 114.061834, 114.062088, 114.062388, 114.062573, 114.062791, 114.063055, 114.063242, 114.063431, 114.063593, 114.063729, 114.063861, 114.063975, 114.064076, 114.064133, 114.064174, 114.064243, 114.064273, 114.064285, 114.064301, 114.064307, 114.064307]"
992155-992156,TM,MAJOR ROUTE,992155,824679.2237,831558.9361,22.423346961,114.064310599,Tsing Long Highway,青朗公路,Pak Heung Tin Sam Tsuen,八鄉田心村,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayPak Heung Tin Sam TsuenYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區八鄉田心村青朗公路,992156,824679.3904,831538.9385,22.423166375,114.064312363,Tsing Long Highway,青朗公路,Pak Heung Tin Sam Tsuen,八鄉田心村,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayPak Heung Tin Sam TsuenYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區八鄉田心村青朗公路,,"[22.423346961, 22.423166375]","[114.064310599, 114.064312363]","[22.423166, 22.423347]","[114.064307, 114.064307]"
992156-991054,TM,MAJOR ROUTE,992156,824679.3904,831538.9385,22.423166375,114.064312363,Tsing Long Highway,青朗公路,Pak Heung Tin Sam Tsuen,八鄉田心村,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayPak Heung Tin Sam TsuenYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區八鄉田心村青朗公路,991054,824679.3904,831538.9385,22.423166375,114.064312363,Tsing Long Highway,青朗公路,Pak Heung Tin Sam Tsuen,八鄉田心村,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayPak Heung Tin Sam TsuenYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區八鄉田心村青朗公路,,"[22.423166375, 22.423166375]","[114.064312363, 114.064312363]","[22.435469, 22.434394, 22.433784, 22.433387, 22.432894, 22.432572, 22.432134, 22.431566, 22.431089, 22.430551, 22.430048, 22.42956, 22.429042, 22.428525, 22.427958, 22.427568, 22.427259, 22.426461, 22.42587, 22.424951, 22.424051, 22.423522, 22.422414, 22.42205, 22.421339, 22.421261]","[114.060538, 114.061401, 114.061834, 114.062088, 114.062388, 114.062573, 114.062791, 114.063055, 114.063242, 114.063431, 114.063593, 114.063729, 114.063861, 114.063975, 114.064076, 114.064133, 114.064174, 114.064243, 114.064273, 114.064285, 114.064301, 114.064307, 114.064307, 114.064294, 114.064246, 114.064238]"
992157-992158,TM,MAJOR ROUTE,992157,824679.2074,831518.9393,22.422985771,114.064310731,Tsing Long Highway,青朗公路,Pak Heung Tin Sam Tsuen,八鄉田心村,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayPak Heung Tin Sam TsuenYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區八鄉田心村青朗公路,992158,824486.8414,830441.6579999998,22.413256107,114.06245022200001,Tsing Long Highway,青朗公路,Ma On Kong,馬鞍崗,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayMa On KongYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區馬鞍崗青朗公路,,"[22.422985771, 22.413256107]","[114.064310731, 114.06245022200001]","[22.422981, 22.422414, 22.42205, 22.421339, 22.421261, 22.419303, 22.418626, 22.418303, 22.417509, 22.41692, 22.416599, 22.4159, 22.415729, 22.415504, 22.415266, 22.415049, 22.414784, 22.414527, 22.414358, 22.414103, 22.413922, 22.413824, 22.413672, 22.413408, 22.413262]","[114.064307, 114.064307, 114.064294, 114.064246, 114.064238, 114.064054, 114.06401, 114.063894, 114.063697, 114.063569, 114.063512, 114.063409, 114.063377, 114.063329, 114.063269, 114.063208, 114.06313, 114.063046, 114.062982, 114.062878, 114.062795, 114.062744, 114.062674, 114.062531, 114.062448]"
992158-992159,TM,MAJOR ROUTE,992158,824486.8414,830441.6579999998,22.413256107,114.06245022200001,Tsing Long Highway,青朗公路,Ma On Kong,馬鞍崗,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayMa On KongYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區馬鞍崗青朗公路,992159,824477.5608,830423.9415,22.413096055,114.062360216,Tsing Long Highway,青朗公路,Ma On Kong,馬鞍崗,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayMa On KongYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區馬鞍崗青朗公路,,"[22.413256107, 22.413096055]","[114.06245022200001, 114.062360216]","[22.413099, 22.413258]","[114.062355, 114.062446]"
992159-991055,TM,MAJOR ROUTE,992159,824477.5608,830423.9415,22.413096055,114.062360216,Tsing Long Highway,青朗公路,Ma On Kong,馬鞍崗,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayMa On KongYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區馬鞍崗青朗公路,991055,824477.5608,830423.9415,22.413096055,114.062360216,Tsing Long Highway,青朗公路,Ma On Kong,馬鞍崗,Yuen Long District,元朗區,New Territories,新界,Hong Kong,香港,Tsing Long HighwayMa On KongYuen Long DistrictNew TerritoriesHong Kong,香港新界元朗區馬鞍崗青朗公路,,"[22.413096055, 22.413096055]","[114.062360216, 114.062360216]","[22.418626, 22.418303, 22.417509, 22.41692, 22.416599, 22.4159, 22.415729, 22.415504, 22.415266, 22.415049, 22.414784, 22.414527, 22.414358, 22.414103, 22.413922, 22.413824, 22.413672, 22.413408, 22.412744, 22.412017, 22.410993, 22.410661]","[114.06401, 114.063894, 114.063697, 114.063569, 114.063512, 114.063409, 114.063377, 114.063329, 114.063269, 114.063208, 114.06313, 114.063046, 114.062982, 114.062878, 114.062795, 114.062744, 114.062674, 114.062531, 114.062154, 114.061715, 114.061112, 114.060949]"
